"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1457610711","HXA5609","NY","PAS","2022-06-11T00:00:00.000","98","SUBN","CHRYS","P","12830","48730","75330","20240408.0","0075","75","75","951605","0075","0000","0316A",,"K","F","106","ARLINGTON AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2007","-","0",,,,,
"1457626433","JHJ7495","NY","PAS","2022-06-21T00:00:00.000","74","SUBN","NISSA","P","54100","19930","60230","0.00000000","0083","83","83","936381","0083","0000","0220P",,"K","F","491","KNICKERBOCKER AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1457626445","JNT1969","NY","PAS","2022-07-07T00:00:00.000","16","SDN","KIA","P","41330","23930","81130","20231229.0","0083","83","83","936381","0083","0000","0800A",,"K","F","898","FLUSHING AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2020","-","0",,,,,
"1457679061","KWL4454","NY","PAS","2022-07-04T00:00:00.000","46","SDN","HONDA","P","0","73620","0","20240512.0","0050","50","50","968752","0050","0000","0915P",,"BX","F",,"RESERVOIR","WEBB","0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1457715417","KVT5687","NY","PAS","2022-07-02T00:00:00.000","46","SUBN","BMW","P","52120","27150","32520","20240510.0","0046","46","46","957732","0046","0000","0850P",,"BX","F","2319","MORRIS AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","0",,,,,
"1457742019","LKVP84","FL","PAS","2022-07-05T00:00:00.000","98","SUBN","CHEVR","P","33620","68020","26640","20220630.0","0042","42","42","951385","0042","0000","0044A",,"BX","F","1091","FRANKLIN AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1458063252","KRZ4300","NY","PAS","2022-06-30T00:00:00.000","40","SUBN","HONDA","P","8730","5980","6080","20231013.0","0066","66","6","962924","0006","0000","0041A",,"K","F","929","43 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BK","0","2007","-","0",,,,,
"1459499839","KDH7264","NY","PAS","2022-06-21T00:00:00.000","40","SDN","NISSA","P","68020","25710","25740","0.00000000","0040","40","40","939799","0040","0000","1050A",,"BX","F","2472","3RD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1459499852","JJZ1162","NY","PAS","2022-06-25T00:00:00.000","40","SDN","DODGE","P","25890","8120","78150","20230429.0","0040","40","40","939799","0040","0000","0925P",,"BX","O","338","E 141 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,
"1459499864","JKH7872","NC","PAS","2022-07-03T00:00:00.000","46","SUBN","HONDA","P","26220","72520","69020","20230215.0","0040","40","40","939799","0040","0000","1245A",,"BX","F","790","E 152 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2013","-","0",,,,,
"1459654481","GZZ9689","NY","PAS","2022-06-23T00:00:00.000","98","SUBN","ACURA","P","51975","15140","28490","20230710.0","112","112","112","967393","0112","0000","0900P",,,"F","72-31","KESSEL ST",,"0","408","E9",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,
"1459654500","KER9943","NY","PAS","2022-06-25T00:00:00.000","40","SDN","LEXUS","P","44290","14490","14740","20221027.0","112","112","112","967393","0112","0000","1115P",,"Q",,"69-41","EXETER STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2020","-","0",,,,,
"1460125447","KVN2617","NY","PAS","2022-07-02T00:00:00.000","50","SDN","ME/BE","P","19790","24940","0","20240228.0","103","103","103","966078","0103","0000","0530A","0530A","Q","F",,"105 AVE","177 ST","0","408","D",,"BBBBBBB","ALL","ALL","WH","0","2010","-","0",,,,,
"1460126002","HBX1938","NY","PAS","2022-06-14T00:00:00.000","98","SUBN","LEXUS","P","51090","24740","24790","20231214.0","103","103","103","968644","0103","0000","0157A",,"NY","F","172-17","JAMAICA AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1460126014","JSE4186","NY","PAS","2022-06-14T00:00:00.000","98","SDN","HONDA","P","19640","24690","24740","20220619.0","103","103","103","968644","0103","0000","0059A",,,"F","171-11","103 ROAD",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","2018","-","0",,,,,
"1460128126","JJX6096","NY","PAS","2022-06-18T00:00:00.000","98","SDN","CHEVR","P","54190","61990","52590","20230717.0","103","103","103","951295","0103","0000","0730A",,"Q","F","107-31","LIVERPOOL ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2012","-","0",,,,,
"1460128886","KES4716","NY","PAS","2022-06-27T00:00:00.000","98","SDN","FORD","P","17790","24590","24690","20220922.0","103","103","103","971172","0103","0000","0350P",,"Q","F","170-07","88 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","2018","-","0",,,,,
"1460128898","KJL9476","NY","PAS","2022-06-27T00:00:00.000","98","SDN","BMW","P","22640","20040","20240","20230314.0","103","103","103","971472","0103","0000","0059P",,"Q","F","107-54","139 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1460129234","JKD5557","NY","PAS","2022-06-09T00:00:00.000","98","SUBN","ME/BE","P","18640","23140","23290","20230630.0","103","103","103","961475","0103","0000","0829P",,"Q","F","148-25","94 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2022","-","0",,,,,
"1481855591","KUT9101","NY","PAS","2022-06-23T00:00:00.000","98","SDN","HONDA","P","68550","11840","58290","20240227.0","110","110","110","962623","0110","0000","1225A",,"Q","F","57-06","XENIA ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILV","0","2022","-","0",,,,,
"1481855608","KYC1016","NY","PAS","2022-06-23T00:00:00.000","98","SDN","TOYOT","P","18590","10690","10790","20240620.0","110","110","110","962623","0110","0000","0225A",,"Q","O","49-06","93 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1481855610","HSS4590","NY","PAS","2022-06-23T00:00:00.000","98","SUBN","DODGE","P","54890","65890","19840","20231128.0","110","110","110","962623","0110","0000","0433A",,"Q","F","104-08","MARTENSE AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2016","-","0",,,,,
"1481855621","JNL5725","NY","PAS","2022-06-30T00:00:00.000","98","SUBN","CHEVR","P","10590","19740","20190","20240115.0","110","110","110","962623","0110","0000","0145A",,"Q","F","104-23","48 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2007","-","0",,,,,
"1481855633","JMZ8872","NY","PAS","2022-07-07T00:00:00.000","98","SUBN","FORD","P","18890","11440","11840","20231020.0","110","110","110","962623","0110","0000","0108A",,"Q","F","55-17","96 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","RED","0","2011","-","0",,,,,
"1481856091","KJA1174","NY","PAS","2022-07-05T00:00:00.000","98","SUBN","NISSA","P","16740","35780","10140","20221126.0","110","110","110","960571","0110","0000","0905A",,"Q","F","42-50","81 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2015","-","0",,,,,
"1481856110","JMF3287","NY","PAS","2022-07-05T00:00:00.000","98","SUBN","ACURA","P","65990","11840","11940","20231004.0","110","110","110","960571","0110","0000","0943A",,"Q","F","57-25","VAN HORN ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2020","-","0",,,,,
"1481856522","KTJ4917","NY","PAS","2022-06-24T00:00:00.000","40","VAN","ME/BE","P","10790","18740","51790","20231217.0","110","110","110","940600","0110","0000","0133A",,"Q","F","94-27","50 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","0","-","1",,,,,
"1481856534","KGJ1453","NY","999","2022-07-08T00:00:00.000","98",,"BMW","P","38320","12240","12440","20231122.0","110","110","110","970600","0110","0000","0152A",,"K","F","59-21","CALLOWAY ST",,"0","408","F2",,"YBYBBYB","ALL","ALL",,"0","0","-","0",,,,,
"1481856560","HUC6328","NY","PAS","2022-07-07T00:00:00.000","98","SDN","HONDA","P","51690","58990","37190","20230907.0","110","110","110","970600","0110","0000","0126A",,,"F","41-53","JUDGE ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2009","-","0",,,,,
"1481856583","LWN8746","PA","PAS","2022-06-30T00:00:00.000","40","VAN","HONDA","P","27890","19690","19740","0.00000000","110","110","110","970600","0110","0000","0137A",,"Q","F","103-11","ALSTYNE AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1481871158","KJY8060","NY","PAS","2022-06-23T00:00:00.000","14","P-U","TOYOT","P","59995","50990","41700","20230222.0","108","108","108","952863","0108","0000","0300P",,"Q","F","43-22","QUEENS ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BL","0","2021","-","0",,,,,
"1481871559","GFW3047","NY","PAS","2022-06-16T00:00:00.000","21","SUBN","FORD","P","9890","9840","59990","20230626.0","108","108","108","965580","0108","0000","1124A",,"Q","F","43-12","43 ST",,"0","408","D1",,"BBBBBBB","ALL","ALL","RED","0","1990","-","0",,,,,
"1481871572","KMC9427","NY","PAS","2022-06-16T00:00:00.000","98","SDN","TOYOT","P","12740","8790","8990","20230528.0","108","108","108","965582","0108","0000","0259P",,"Q","F","37-44","61 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2017","-","0",,,,,
"1481873600","KUR2302","NY","PAS","2022-06-23T00:00:00.000","98",,"TESLA","P","8640","7790","7990","20240119.0","114","114","114","964412","0114","0000","0342P",,"Q","F","30-20","35 ST",,"0","408","D5",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1481873623","HNW1697","NY","PAS","2022-06-23T00:00:00.000","40","SUBN","TOYOT","P","8740","28790","7540","20230222.0","114","114","114","964412","0114","0000","0722P",,"Q","F","25-74","36 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","2015","-","0",,,,,
"1481873635","KTT3210","NY","PAS","2022-06-22T00:00:00.000","98","SDN","FORD","P","8940","28790","7540","20231229.0","114","114","114","964412","0114","0000","0838P",,"Q","F","24-45","37 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,
"1481873921","KIN2462","NY","PAS","2022-06-19T00:00:00.000","19","SUBN","CHRYS","P","0","40404","40404","20230913.0","114","114","114","969094","0114","0000","0025A","0025A","Q","F","28-08","STEINWAY",,"20220619","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1481873933","KSP3002","NY","PAS","2022-07-03T00:00:00.000","40","SUBN","NISSA","P","0","40404","40404","20230815.0","114","114","114","969094","0114","0000","0114A","0114A","Q",,"41-10","VERNON",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1481873945","KPT4187","NY","PAS","2022-07-09T00:00:00.000","98","SUBN","JEEP","P","6440","8940","9090","20230819.0","119","119","114","969094","0114","0000","0400P","0400P","Q","F","37-22","20 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2010","-","0",,,,,
"1481877392","KUP2713","NY","PAS","2022-07-07T00:00:00.000","98","SUBN","FORD","P","15790","7990","8190","20240324.0","115","115","115","948096","0115","0000","1051P",,"Q","F","31-48","75 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2013","-","0",,,,,
"1481877409","GXR1440","NY","PAS","2022-06-16T00:00:00.000","98","SUBN","CHEVR","P","16590","8190","57790","20230311.0","115","115","115","948096","0115","0000","0407P",,"Q","F","32 46","80 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,
"1481877446","HAK5930","NY","PAS","2022-07-07T00:00:00.000","98","SUBN","HONDA","P","20190","8790","8840","20230910.0","115","115","115","948096","0115","0000","0528P",,"Q","F","37-05","108 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2006","-","0",,,,,
"1481881784","JAMCAMTV","NY","SRF","2022-07-03T00:00:00.000","50","SUBN","CHRYS","P","0","0","0","20240609.0","114","114","114","959030","0114","0000","0257P",,"Q",,,"C/O NEWTOWN RD","41 ST","0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1481881980","KFM2675","NY","PAS","2022-06-17T00:00:00.000","98","SDN","BMW","P","9890","7790","7990","20220601.0","114","114","114","958839","0114","0000","0945A",,"Q","F","30-04","43 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1481881991","KED7963","NY","PAS","2022-06-22T00:00:00.000","98","SUBN","SUBAR","P","7790","10540","10640","20220802.0","114","114","114","958839","0114","0000","0826A",,"Q","F","47-10","30 AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","GRY","0","2017","-","0",,,,,
"1481882030","KSB6460","NY","PAS","2022-07-03T00:00:00.000","40","SDN","BMW","P","7890","66390","5790","20240601.0","114","114","114","958839","0114","0000","0820A",,"Q","F","11-32","30 RD",,"0","408","E5",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1481884165","KUY9185","NY","PAS","2022-07-03T00:00:00.000","51","SDN","ME/BE","P","28790","64290","9640","20240222.0","114","114","114","969530","0114","0000","0323A",,"Q","F","40-25","ASTORIA BLVD",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1481918229","JAA7755","NY","PAS","2022-06-29T00:00:00.000","98","SDN","HONDA","P","46390","10890","14190","20240526.0","108","108","108","966464","0108","0000","0100A",,"Q","F","66-26","GARFIELD AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","GRY","0","2014","-","0",,,,,
"1481918515","JDL8928","NY","PAS","2022-06-25T00:00:00.000","20","SUBN","LEXUS","P","0","40404","40404","20221026.0","110","110","169","937728","0169","0000","0250P",,,,,"BOAT HOUSE RD",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2019","-","0",,,,,
"1481918539","KNA1468","NY","PAS","2022-06-19T00:00:00.000","46","SUBN","BMW","P","0","0","0","20230622.0","110","110","169","937728","0169","0000","0910P",,"Q",,,"C/O MEADOW LAKE DR","MEADOW LAKE BRIDGE","0","408","E5",,"BBBBBBB","ALL","ALL","RED","0","2021","-","0",,,,,
"1481918540","GWF9978","NY","PAS","2022-06-19T00:00:00.000","20","P-U","CHEVR","P","0","0","0","20230421.0","110","110","169","937728","0169","0000","0829P",,"Q",,,"C/O MEADOW LAKE DR","MEADOW LAKE BRIDGE","0","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","2015","-","0",,,,,
"1481919295","KVH9276","NY","PAS","2022-06-26T00:00:00.000","67","SUBN","HONDA","P","10890","38643","0","20230517.0","108","108","108","950418","0108","0000","0116A",,"Q","F",,"51 AVE","CENTER BLVD","0","408","D",,"BBBBBBB","ALL","ALL","BK","0","2019","-","0",,,,,
"1481919301","KUU5909","NY","PAS","2022-06-26T00:00:00.000","40","SUBN","NISSA","P","10890","38643","0","20230326.0","108","108","108","950418","0108","0000","0112A",,"Q","F",,"51 AVE","CENTER BLVD","0","408","F7",,"BBBBBBB","ALL","ALL","BK","0","2018","-","0",,,,,
"1481919313","KMP5973","NY","PAS","2022-06-26T00:00:00.000","40","SDN","HONDA","P","10790","38643","0","20240405.0","108","108","108","950418","0108","0000","0109A",,"Q","F",,"50 AVE","CENTER BLVD","0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2005","-","0",,,,,
"1481919325","KMC5019","NY","PAS","2022-06-26T00:00:00.000","46","SUBN",,"P","10690","38643","0","20220827.0","108","108","108","963980","0108","0000","0115A","0110A","Q","F",,"49 AVE","CENTER BLVD","0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1481919349","HPK1743","NY","PAS","2022-06-26T00:00:00.000","14","SDN","BMW","P","9490","9840","59990","20230411.0","108","108","108","963980","0108","0000","0016A","0010A","Q","F","43-09","40 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1481929781","KXZ1428","NY","PAS","2022-07-02T00:00:00.000","40","SDN","LEXUS","P","42785","9840","39017","20240616.0","111","111","111","944065","0111","0000","0015A",,,"F","43-05","DOUGLASTON PKWY",,"0","408","F2",,"BBBBBBB","ALL","ALL","BK","0","2022","-","0",,,,,
"1481939506","KE19407","99","PAS","2022-07-04T00:00:00.000","98","SUBN","MITSU","P","7240","15990","16140","20220805.0","115","115","115","949737","0115","0000","0204P",,"Q","F","76-04","25 AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BK","0","2020","-","0",,,,,
"1481942426","LYKEDAT","NY","PAS","2022-07-03T00:00:00.000","20","SDN","DODGE","P","8790","22590","65490","20231119.0","109","109","109","934671","0109","0000","1126P",,"Q","O","136-75","37 AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","YLLW","0","2017","-","0",,,,,
"1481943650","KBT9113","NY","PAS","2022-06-19T00:00:00.000","40","SDN","KIA","P","10590","5190","66390","20230930.0","108","108","109","970848","0109","0000","0855P",,"Q","F","5-33","48TH AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","0","-","1",,,,,
"1481943698","GYH7729","NY","PAS","2022-06-19T00:00:00.000","40","SDN","VOLKS","P","0","0","0","20230612.0","108","108","109","970848","0109","0000","0822P",,"Q","F",,"C/O 49 AVE","21 ST","0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","2",,,,,
"1481946419","JNL5617","NY","PAS","2022-06-27T00:00:00.000","40","SDN","VOLKS","P","21840","5670","35780","20220301.0","109","109","109","959549","0109","0000","0945P",,"Q","F","11-20","129 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","WHI","0","2018","-","0",,,,,
"1481946420","KJA9337","NY","PAS","2022-06-27T00:00:00.000","98",,"TOYOT","P","61390","45790","54580","20230204.0","109","109","109","959549","0109","0000","0923P",,"Q","F","133-14","SANFORD AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1481951543","KPG7186","NY","PAS","2022-06-30T00:00:00.000","14","SDN","SMART","P","5065","40404","40404","20230830.0","100","100","108","961353","0108","0000","0959P",,"Q","F","5401","3 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1481951622","JRC3403","NY","PAS","2022-06-20T00:00:00.000","98","SDN","AUDI","P","10240","62590","9140","20221231.0","108","108","108","961353","0108","0000","0720P",,"R","F","3980","45 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","W","0","2014","-","0",,,,,
"1481953552","KRH4973","NY","COM","2022-07-08T00:00:00.000","98","P-U","FORD","P","13490","8440","8590","20231031.0","108","108","108","969083","0108","0000","0050A",,"Q","F","34-30","64 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2010","-","0",,,,,
"1481971335","GLN2586","NY","PAS","2022-06-27T00:00:00.000","40","SUBN","TOYOT","P","38990","36590","62630","20231220.0","109","109","109","970332","0109","0000","0906P",,"NY","F","143-01","CHERRY AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","3",,,,,
"1481971888","GCF2786","NY","PAS","2022-07-10T00:00:00.000","98","VAN","KIA","P","26855","57790","10290","20220927.0","111","111","111","952644","0111","0000","0223P",,,"F","45-38","220 PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1481971890","HKP9360","NY","PAS","2022-06-30T00:00:00.000","98","SUBN","HONDA","P","54120","9540","9550","20220821.0","111","111","111","952644","0111","0000","0929A",,"Q","F","41-29","LITTLE NECK PKWY",,"0","408","M1",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1481974300","KRP2173","NY","PAS","2022-02-07T00:00:00.000","40","SUBN","PORSC","P","27268","12040","12440","20231130.0","111","111","111","943378","0111","0000","0937A",,"Q","F","58-54","256 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","2021","-","0",,,,,
"1481974415","HTZ4333","NY","PAS","2022-07-02T00:00:00.000","98","SDN","CHEVR","P","26640","9690","9840","20240117.0","111","111","111","963898","0111","0000","1047A",,"Q","F","42-32","215 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2012","-","0",,,,,
"1481974622","JGJ9846","NY","PAS","2022-06-23T00:00:00.000","67","SUBN","LEXUS","P","14240","51645","41700","20230509.0","111","111","111","946985","0111","0000","0545P",,"Q","F","218-15","68 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1481974634","GTF3523","NY","PAS","2022-06-23T00:00:00.000","51","SUBN","HONDA","P","10290","40404","40404","20220803.0","111","111","111","946985","0111","0000","0855P",,"Q","O","46-01","46 AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1481974646","JPH6683","NY","PAS","2022-06-24T00:00:00.000","98","SUBN","HONDA","P","66200","35780","35780","20240214.0","111","111","111","946985","0111","0000","0410P",,"Q","O","20","VAN NOSTRAND CT",,"0","408","K6",,"BBBBBBB","ALL","ALL","GY","0","2020","-","0",,,,,
"1481974658","HAL4120","NY","PAS","2022-07-12T00:00:00.000","40","SUBN","FORD","P","0","0","0","20231126.0","111","111","111","946985","0111","0000","0635P",,"Q","F",,"F/O 241-21","CHURCH ST","0","408","D",,"BBBBBBB","ALL","ALL","WT","0","2016","-","0",,,,,
"1481975626","KSA6072","NY","PAS","2022-06-28T00:00:00.000","37","SDN","HONDA","P","42785","39017","57790","20230720.0","111","111","111","953136","0111","0000","0350P",,"Q","F","44-27","DOUGLASTON PKWY",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2013","-","0",,,,,
"1481975651","JKX8341","NY","PAS","2022-06-22T00:00:00.000","71","SUBN","HYUND","P","0","40404","40404","20230917.0","111","111","111","953136","0111","0000","1215P",,"Q","O","254-29","HORACE HARDING",,"0","408","J3",,"BBBBBBB","ALL","ALL","GY","0","2019","-","0",,,,,
"1481975950","KLY1809","NY","PAS","2023-06-16T00:00:00.000","50","P-U","FORD","P","35690","9340","9540","20230303.0","111","111","111","956214","0111","0000","0420P",,,"O","40-21","BELL BLVD",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1481975961","KEF1749","NY","999","2022-06-18T00:00:00.000","40","SUBN","TOYOT","P","67990","46190","13490","20220806.0","106","106","111","956214","0111","0000","0839P",,,"O","61-23","WOODBINE ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1481975997","KGY3292","NY","PAS","2022-06-28T00:00:00.000","51","P-U","TOYOT","P","9340","40200","26540","20221231.0","111","111","111","956214","0111","0000","0155P",,,"O","214-18","40 AVE",,"0","408","I3",,"BBBBBBB","ALL","ALL","GRAY","0","2021","-","0",,,,,
"1481976576","KFL3744","NY","PAS","2022-07-05T00:00:00.000","40","SDN","HONDA","P","26640","13990","14490","20240729.0","111","111","111","964328","0111","0000","0252P",,"Q","F","67-32","215 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREEN","0","2006","-","0",,,,,
"1481981080","KUJ9677","NY","PAS","2022-07-06T00:00:00.000","40","SDN","PORSC","P","9540","39595","54580","20240224.0","109","109","109","969896","0109","0000","0750P","0745A","Q","F","132-35","41ST AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2018","-","0",,,,,
"1481987343","GJC8828","NY","PAS","2022-06-28T00:00:00.000","98","SUBN","HONDA","P","7890","5790","6090","20230711.0","114","114","114","970014","0114","0000","0939P","2130P",,"F","12-11","30 ROAD",,"0","408","E3",,"BBBBBBB","ALL","ALL","GRY","0","2013","-","0",,,,,
"1481990664","KGB8129","NY","PAS","2022-07-09T00:00:00.000","19","P-U","RAM","P","7440","5055","0","20221220.0","114","114","114","961957","0114","0000","0913P",,"Q","F",,"27 AVE","2 ST","0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1481990690","GSR3497","NY","PAS","2022-07-09T00:00:00.000","19","SDN","INFIN","P","7440","5055","0","20220811.0","114","114","114","961957","0114","0000","0915P",,"Q",,,"27 AVE","2 ST","0","408","C3",,"BBBBBBB","ALL","ALL","GY","0","2010","-","0",,,,,
"1482005098","KDB4927","NY","PAS","2022-06-23T00:00:00.000","48","SUBN","DODGE","P","59990","14240","14390","20240616.0","112","112","112","969670","0112","0000","0940P","0920P","Q","F","102-43","QUEENS BLVD",,"0","408","E3",,"BBBBBBB","ALL","ALL","RED","0","2019","-","0",,,,,
"1482005724","KFN7151","NY","PAS","2022-06-24T00:00:00.000","98","SUBN","JEEP","P","48870","14890","15140","20220928.0","112","112","112","969832","0112","0000","0855P",,"Q","F","71-17","HARROW ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","RD","0","2015","-","0",,,,,
"1482005736","KUB4270","NY","PAS","2022-06-24T00:00:00.000","40","SDN","ME/BE","P","14140","68690","20190","20231115.0","112","112","112","969532","0112","0000","0827P","2027P","Q","F","105-25","67 RD",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2017","-","0",,,,,
"1482008154","KBW9300","NY","PAS","2022-06-24T00:00:00.000","46","SUBN",,"P","32490","27090","30490","20240327.0","0034","34","34","960300","0034","0000","1032P",,"NY","F","40","THAYER ST",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1482021067","KTF5669","NY","PAS","2022-07-01T00:00:00.000","46","SDN","HONDA","P","13610","20590","37590","0.00000000","0034","34","34","966808","0034","0000","1130P",,"NY","F","4466","BROADWAY",,"0","408","F1",,"BBBBBBB","ALL","ALL","GREY","0","2015","-","0",,,,,
"1482021079","JGP5391","NY","PAS","2022-07-01T00:00:00.000","46","SDN","HONDA","P","13610","20590","37590","20220729.0","0034","34","34","966808","0034","0000","1130P",,"NY","O","4466","BROADWAY",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2010","-","0",,,,,
"1482028700","JGN2446","NY","PAS","2022-07-12T00:00:00.000","71","VAN","FORD","P","19150","0","0","20230415.0","0023","23","23","942010","0023","0000","0755P",,"NY","F",,"E 109 ST","FDR SERVICE RD","0","408","C",,"BBBBBBB","ALL","ALL","TAN","0","1986","-","0",,,,,
"1482028773","KSH4986","NY","PAS","2022-06-21T00:00:00.000","46","SDN","BMW","P","25390","19050","19070","20230611.0","0023","23","23","942010","0023","0000","0600P",,"NY","F","1544","MADISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1482029420","HRG4576","NY","PAS","2022-06-28T00:00:00.000","21","SUBN","JEEP","P","10210","19170","19190","20230405.0","0023","23","23","969101","0023","0000","0100P",,,"F","2015","3RD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2018","-","0",,,,,
