Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4790438090,XGAU72,NJ,PAS,08/05/2022,36,CG,FORD,V,0,0,0,0,,0,0,0,,,0325P,,MN,,,NB 10TH AVE @ W 22ND, ST,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8905843281,HUC9288,NY,PAS,12/17/2022,38,SUBN,HONDA,T,33820,12720,29620,20230804,45.0,45,45,373116,T201,F,1243P,,BX,O,2590,Frisby Ave,,0,408,H1,, YYYYYY,0800A,0700P,GY,,2021,207037,0,07,38-Failure to Dsplay Meter Rec,,,
4795223920,T41LUM,NJ,PAS,08/20/2022,36,UT,KIA,V,0,0,0,0,,0,0,0,,,0652P,,BX,,,NB WEBSTER AVE @ E 1,81ST ST,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811501779,9FC7453,MD,PAS,11/06/2022,36,SD,HYUND,V,0,0,0,0,,0,0,0,,,0153A,,BK,,,SB ADAMS ST @ JOHNSO,N ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8874981820,JPV8831,NY,PAS,09/16/2022,53,4DSD,NISSA,T,80430,0,0,20240611,77.0,77,77,362524,T802,A,1027P,,K,I,S,St Marks Ave,30ft E/of Nostrand A,0,408,F6,,YYYYYYY,,,WH,,2020,,0,O,53-Safety Zone,,,
8924294234,93779ME,NY,COM,06/28/2022,78,VAN,FORD,T,67030,48230,93830,20230331,71.0,71,71,368920,T502,X,0920P,,K,F,1224,Nostrand Ave,,0,408,K6,,YYYYYYY,0900P,0500A,WH,,2015,,0,99,78-Nighttime PKG on Res Street,,,
4801978400,KVR8003,NY,PAS,09/20/2022,36,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,0318P,,QN,,,EB NORTHERN BLVD @ 1,49TH PL,0,1180,B,T,,,,BL,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9007856066,3056908,IN,PAS,09/15/2022,19,TRAC,INTER,T,51090,17340,17540,88888888,102.0,102,102,362214,T402,A,0802A,,Q,O,85-07,Jamaica Ave,,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,34,19-No Stand (bus stop),,,
8828093780,83597MH,NY,COM,08/26/2022,14,VAN,RAM,T,21190,37070,37130,88888888,33.0,33,33,365881,T103,EE,1045A,,NY,F,180,Fort Washington Ave,,0,408,C,,YYYYYYY,,,BROWN,,2016,,0,03,14-No Standing,,,
9004731507,9BD8071,MD,PAS,08/18/2022,21,PICK,TOYOT,T,60530,19530,18630,20228888,90.0,90,90,370260,T301,F,0927A,,K,F,175,Metropolitan Ave,,0,408,D1,, Y  Y,0900A,1030A,BLUE,,0,,0,14,21-No Parking (street clean),,,
8995516355,82875MN,NY,COM,07/08/2022,19,DELV,FORD,T,14890,28990,59990,20231130,112.0,112,112,367960,T402,D,1006A,,Q,F,107-33,71st Ave,,0,408,C3,,YYYYYYY,,,WH,,2019,,0,02,19-No Stand (bus stop),,,
8875142373,2625462,IN,PAS,10/11/2022,18,TRAC,INTER,T,10110,17090,17110,88888888,9.0,9,9,373153,T102,T,0250P,,NY,O,88,2nd Ave,,0,408,F4,, YYYYY,0200P,0700P,WHITE,,0,,0,65,18-No Stand (bus lane),,,
9018627045,DWAX77,FL,PAS,11/17/2022,74,4DSD,NISSA,T,6780,10580,10630,20240388,62.0,62,62,370776,T302,B,1151A,,K,F,8001,17th Ave,,0,408,J2,,YYYYYYY,,,SILVE,,0,,0,40,74A-Improperly Displayed Plate,,,
4815142476,JFC1512,NY,PAS,12/01/2022,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0545P,,ST,,,NB NICHOLAS AVE @ CH,ARLES AVE,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4805463223,KXL9176,NY,PAS,10/10/2022,36,4DSD,MITSU,V,0,0,0,0,,0,0,0,,,0242P,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8932516364,KSM4067,NY,PAS,07/21/2022,74,4DSD,BMW,T,35710,26340,19240,20230930,113.0,113,113,370797,T402,Y,0614A,,Q,O,99-26,Bellaire Pl,,0,408,J2,,YYYYYYY,,,WH,,2006,,0,CC1,74-Missing Display Plate,,,
4786887511,KJB7369,NY,PAS,07/13/2022,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0744P,,BK,,,EB CLARKSON AVE @ E,49TH ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9023483480,KUB5591,NY,PAS,12/08/2022,71,SUBN,CHRYS,T,68930,23330,54070,20231208,77.0,77,77,370777,T301,R,0229P,,K,F,1444,Pacific St,,0,408,J6,,YYYYYYY,,,WH,,2003,,0,19,71A-Insp Sticker Expired (NYS),,,
4788574755,KTD4185,NY,PAS,07/21/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0629P,,QN,,,EB NORTHERN BLVD @ A,LAMEDA AVE,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8871275860,84BF32,NY,LMB,08/17/2022,40,MOPD,NIU,T,13000,13113,16710,20230430,6.0,6,6,347684,T105,M,0636A,,NY,O,8,Bedford St,,0,408,E2,,YYYYYYY,,,BLACK,,0,,7,C,40-Fire Hydrant,,,
4820122265,E12DWR,NJ,PAS,12/27/2022,36,SD,ME/BE,V,0,0,0,0,,0,0,0,,,0140A,,QN,,,WB ASTORIA BLVD N @,42ND ST,0,1180,B,T,,,,,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4791147327,JDL3185,NY,PAS,08/09/2022,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0713A,,BK,,,NB BAY PKWY @ BENSON, AVE,0,1180,B,T,,,,BL,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8956699239,69880MJ,NY,COM,01/10/2023,37,VAN,FORD,T,10810,34090,34110,20230731,10.0,10,10,370317,T102,M,0209P,0139P,NY,F,142,8th Ave,,0,408,H1,, YYYYYY,1000A,0700P,WH,,2020,106271,0,26,37-Expired Parking Meter,,,
9028262209,KUH1339,NY,OMS,01/15/2023,20,SUBN,LEXUS,T,61090,16890,16990,20230930,110.0,110,110,357112,T401,G,0957A,,Q,F,82-14,Roosevelt Ave,,0,408,D,,YYYYYYY,,,BR,,2019,,0,17-A,20A-No Parking (Non-COM),,,
8982225778,LDR7201,PA,PAS,08/25/2022,21,SUBN,HONDA,T,9730,5880,5980,88888888,66.0,66,66,373723,T302,I,1147A,,K,O,843,63rd St,,0,408,D1,,    Y,1130A,0100P,GREY,,0,,0,43,21-No Parking (street clean),,,
4813039078,FSK7296,NY,PAS,11/19/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0222P,,QN,,,WB ASTORIA BLVD N @,42ND ST,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4802951735,GYP2133,NY,PAS,09/26/2022,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,1023P,,MN,,,EB W 96TH ST @ COLUM,BUS AVE,0,1180,B,T,,,,BL,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5122812093,PJH5790,OH,PAS,08/18/2022,7,VN,RAM,V,0,0,0,0,,0,0,0,,,0736P,,QN,,,QUEENS BLVD (E/B) @,58TH ST,0,1111,D,T,,,,WHITE,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
4804309305,JMA5827,NY,PAS,10/04/2022,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1138P,,BX,,,EB BRUCKNER BLVD @ E,DISON AVE,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9016182196,FWK6883,PA,PAS,11/09/2022,40,2DSD,BMW,T,45330,23230,23930,88888888,83.0,83,83,358173,T301,H,0905A,,K,F,9,Granite St,,0,408,E2,,YYYYYYY,,,BLACK,,0,,0,12,40-Fire Hydrant,,,
4786968298,T756688C,NY,OMT,07/14/2022,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0752A,,BK,,,WB N. CONDUIT BLVD @, 76TH ST,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8589745132,79917NB,NY,COM,09/16/2022,69,VAN,FORD,T,17970,10410,25390,20231130,18.0,18,18,358130,T106,D,1136A,,NY,F,24,E 49th St,,0,408,H1,, YYYYY,1000A,0400P,BK,,2014,102926,0,16,69-Fail to Dsp Prking Mtr Rcpt,,,
8865291588,S1326365,GA,PAS,10/18/2022,19,4DSD,BMW,T,54580,57790,8790,20221188,109.0,109,109,352040,T401,K,0111P,,Q,F,36-26,Main St,,0,408,C3,,YYYYYYY,,,GREY,,0,,0,04-A,19-No Stand (bus stop),,,
9020029757,KNZ8004,NY,PAS,12/12/2022,21,4DSD,VOLKS,T,11040,9840,59990,20230909,108.0,108,108,371246,T401,P,1107A,,Q,F,43-26,52nd St,,0,408,D1,, Y,1100A,1230A,BK,,2016,,0,39-A,21-No Parking (street clean),,,
1474062260,KPR2593,NY,PAS,08/28/2022,46,VAN,HYUND,P,36420,26250,26340,20230930,44.0,44,44,964409,0044,0000,0840P,,BX,O,740,GRAND CONCOURSE,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0.0,2016,-,0,,,,,
8782497916,AE20290,CT,CMB,07/06/2022,46,DELV,HIN,T,29620,41320,12520,88888888,48.0,48,48,372261,T201,K,0846A,,BX,F,641,E Tremont Ave,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,34,46B-Double Parking (Com-100Ft),,,
9031075309,KBU9062,NY,PAS,01/24/2023,14,SUBN,JEEP,T,23930,93230,83930,20250103,83.0,83,83,363470,T301,M,0413P,,K,F,690,Bushwick Ave,,0,408,C,, YYYYY,0400P,0700P,BK,,2016,,0,SPCL,14-No Standing,,,
2006396122,JNK6388,NY,PAS,07/18/2022,21,SUBN,HONDA,S,10320,24570,63220,0,45.0,45,0,539565,BX10,,1004A,00000,Bronx,O,550,BALCOM AVENUE,,0,408,d1,,Y,0930A,1100A,WH,,0,,0,,No Parking Street Cleaning,,,
4821963784,HNK8864,NY,PAS,01/10/2023,36,SUBN,INFIN,V,0,12310,0,0,,0,0,0,,,1001P,,BK,,,NB CONEY ISLAND AVE,@ AVE C,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4793061163,HJX7101,NY,PAS,08/16/2022,36,SUBN,KIA,V,17310,40404,40404,0,,0,0,0,,,0346P,,MN,,,NB AVE C @ E 16TH ST,,0,1180,B,T,,,,YW,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4816952561,GSS6545,NY,PAS,12/12/2022,36,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,1259P,,BK,,,EB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9014402910,KRT5169,NY,PAS,11/10/2022,71,4DSD,CHEVR,T,11710,0,0,20230829,20.0,20,20,373132,T103,GG,0932A,,NY,I,W,Amsterdam Ave,80ft S/of W 62nd St,0,408,J6,,YYYYYYY,,,WH,,2010,,0,53,71A-Insp Sticker Expired (NYS),,,
8875889326,KUU5995,NY,PAS,07/12/2022,21,4DSD,HONDA,T,28890,23210,37450,20240324,33.0,33,33,363553,T103,H,1142A,,NY,O,156,Pinehurst Ave,,0,408,D1,,  Y,1130A,0100P,BK,,2004,,0,04,21-No Parking (street clean),,,
4818350280,GYKU61,FL,PAS,12/19/2022,36,4D,TOYOT,V,0,0,0,0,,0,0,0,,,0203P,,BK,,,EB QUENTIN RD @ MADI,SON PL,0,1180,B,T,,,,SIL,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785255535,3VTG99,MA,PAS,06/28/2022,36,UT,VOLKS,V,0,0,0,0,,0,0,0,,,0702A,,BK,,,EB S CONDUIT AVE @ S,UTTER AVE,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9009445173,FEL3660,NY,PAS,09/24/2022,71,SUBN,NISSA,T,49120,27090,27120,20230214,48.0,48,48,365372,T201,A,0316P,,BX,F,2162,Mapes Ave,,0,408,J6,,YYYYYYY,,,GY,,2017,,0,46,71A-Insp Sticker Expired (NYS),,,
8953996363,KWZ3575,NY,PAS,08/03/2022,38,4DSD,CHEVR,T,10410,19090,19110,20220915,23.0,23,23,363952,T103,II,0506P,,NY,O,1250,5th Ave,,0,408,H1,, YYYYY,1000A,0700P,GY,,2019,109045,0,23,38-Failure to Dsplay Meter Rec,,,
4807680055,GMU1411,NY,PAS,10/22/2022,36,2DSD,MINI,V,0,0,0,0,,0,0,0,,,1157A,,BK,,,NB CONEY ISLAND AVE,@ KERMIT PL,0,1180,B,T,,,,WH,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4803027523,GXJ3121,NY,PAS,09/27/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1016P,,BK,,,WB 92ND ST @ BATTERY, AVE,0,1180,B,T,,,,WH,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4794828007,KPU1108,NY,PAS,08/23/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0115P,,ST,,,WB HYLAN BLVD @ LUTE,N AVE,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8955148045,KWM7257,NY,PAS,10/12/2022,16,4DSD,TOYOT,T,18630,0,0,20240328,19.0,19,19,373132,T103,GG,1035A,,NY,I,N,E 82nd St,20ft W/of 3rd Ave,0,408,K2,, YYYYY,0900A,0700P,WHB,,2019,,0,25,16A-No Std (Com Veh) Non-COM,,,
5122863933,KVN6942,NY,PAS,08/21/2022,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1235P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0,1111,D,T,,,,GY,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
8955430024,GST5543,NY,PAS,08/30/2022,21,SUBN,JEEP,T,35170,11710,44990,20240820,20.0,20,20,373127,T103,O,0811A,,NY,O,223,W 70th St,,0,408,D1,,  Y  Y,0800A,0900A,RD,,2004,,0,34,21-No Parking (street clean),,,
8975499303,JFN8403,NY,PAS,07/26/2022,74,SUBN,FORD,T,6680,8680,8730,20230305,66.0,66,66,368521,T302,Y,0305P,,K,F,4211,16th Ave,,0,408,J2,,YYYYYYY,,,BL,,2008,,0,S,74B-Covered Plate,,,
8985996307,HBY6539,NY,PAS,09/14/2022,40,4DSD,VOLKS,T,8790,0,0,20231112,114.0,114,114,367858,T401,Q,1059A,,Q,I,N,37th Ave,20ft W/of 33rd St,0,408,E2,,YYYYYYY,,,GY,,2017,,7,26-A,40-Fire Hydrant,,,
9013128786,KSB7723,NY,PAS,10/28/2022,40,SUBN,MASE,T,10230,5780,42630,20231018,68.0,68,68,331245,T302,L,0624A,,K,F,841,73rd St,,0,408,E2,,YYYYYYY,,,WH,,2018,,0,E,40-Fire Hydrant,,,
4026164731,EWS5566,NY,PAS,09/03/2022,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0818P,,MN,,,EB W 14TH STREET @ 7,TH AVE,0,1111,C,T,,,,BK,,2019,,0,,BUS LANE VIOLATION,,,
9009721176,884RAH,WA,PAS,10/04/2022,21,SUBN,INFIN,T,55130,56630,73380,20228888,73.0,73,73,373673,T301,U,1142A,,K,F,351,Legion St,,0,408,D1,,  Y  Y,1130A,0100P,WHITE,,0,,0,SPCL,21-No Parking (street clean),,,
4804572041,JHZ1779,NY,PAS,10/06/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0306P,,BK,,,NB PENNSYLVANIA AVE,@ SUTTER AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9019404672,27463MH,NY,COM,12/06/2022,40,VAN,ME/BE,T,9640,0,0,20231130,114.0,114,114,361893,T401,S,1252P,,Q,I,W,41st St,3ft S/of Astoria Blv,0,408,E2,,YYYYYYY,,,WH,,2015,,0,26,40-Fire Hydrant,,,
8983121373,GHG9564,NY,PAS,08/08/2022,20,SUBN,HONDA,T,28830,14180,56825,20230610,70.0,70,70,373687,T302,S,0332P,,K,F,1566,Coney Island Ave,,0,408,D,,YYYYYYY,,,GY,,2020,,0,R,20A-No Parking (Non-COM),,,
8949066944,KNV4847,NY,PAS,01/17/2023,38,SUBN,MAZDA,T,18890,24890,10210,20230614,23.0,23,23,375368,T103,I,0432P,,NY,F,153,E 96th St,,0,408,H1,, YYYYYY,0800A,0700P,BK,,2021,110289,0,CC5,38-Failure to Dsplay Meter Rec,,,
9012965974,T107296C,NY,OMT,10/13/2022,21,SUBN,MITSU,T,38330,86030,75430,20230630,78.0,78,78,359576,T302,M,1255P,,K,F,779,E New York Ave,,0,408,D1,, Y  Y,1200A,0130P,GY,,2020,,0,CC1,21-No Parking (street clean),,,
1485123033,KMM3848,NY,PAS,08/26/2022,51,SUBN,JEEP,P,65120,66440,55020,20230726,43.0,43,43,971429,0043,0000,0835P,,BX,F,258,SOUNDVIEW AVE,,0,408,F2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
5124493458,KPD6321,NY,PAS,11/17/2022,7,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0449P,,BX,,,W FORDHAM RD (W/B) @, CEDAR AVE,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
4791658693,BKD9088,NY,PAS,08/11/2022,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0506A,,QN,,,WB QUEENS BLVD @ 51S,T AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4796439250,KXH2996,NY,PAS,08/29/2022,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0143P,,MN,,,EB W 57TH ST @ 10TH,AVE,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9002820069,ZCVX90,NJ,PAS,08/01/2022,46,DELV,FRUEH,T,34590,0,0,20228888,18.0,18,18,350310,T106,A,0911A,,NY,I,S,W 41st St,80ft W/of 11th Ave,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,C,46B-Double Parking (Com-100Ft),,,
9004739397,GEF5861,NY,PAS,09/16/2022,20,4DSD,TOYOT,T,90130,41330,69230,20230310,88.0,88,88,371742,T301,O,0107P,,K,F,45,Waverly Ave,,0,408,D,, YYYYYY,0800A,0600P,BL,,2010,,0,SPCL,20A-No Parking (Non-COM),,,
1489079051,JRW5499,NY,PAS,10/23/2022,46,SUBN,JEEP,P,25830,40404,40404,20240723,40.0,40,40,957332,0040,0000,0700A,,BX,F,2576,EAST 139 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0.0,2017,-,0,,,,,
9017037180,HNP6085,NY,PAS,01/17/2023,40,4DSD,HONDA,T,22590,51090,18140,20230112,103.0,103,103,371226,T402,H,1221P,,Q,F,89-15,138th St,,0,408,E2,,YYYYYYY,,,BL,,2014,,1,17,40-Fire Hydrant,,,
4798050635,REGIAN,NY,SRF,09/03/2022,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0531P,,QN,,,EB HILLSIDE AVE @ 20,7TH ST,0,1180,B,T,,,,LTGY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8905012784,BR52518,NY,TRL,09/02/2022,66,TRLR,UTILI,T,73030,34980,35030,88888888,61.0,61,61,366487,T302,J,0137P,,K,F,457,Quentin Rd,,0,408,K4,,YYYYYYY,,,WHITE,,0,,0,W,66-Detached Trailer,,,
8977616475,UTJ877,SC,PAS,11/22/2022,16,SUBN,BMW,T,0,0,0,20230888,71.0,71,71,374647,T302,E,0120P,,K,I,S,Lincoln Rd,175ft W/of Flatbush,0,408,K2,, YYYYYY,0800A,0600P,BLUE,,0,,0,08,16A-No Std (Com Veh) Non-COM,,,
4816505076,JEL7001,NY,PAS,12/10/2022,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1104P,,ST,,,SB ST PAULS AVE @ SW,AN ST,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1488281026,JJT3723,NY,PAS,10/26/2022,70,SDN,VOLKS,P,91480,40404,40404,20210804,60.0,60,164,973768,0164,0000,0828P,,K,O,2115,W 22,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2008,-,0,,,,,
9017113546,79612MD,NY,COM,11/15/2022,20,VAN,FORD,T,25490,0,0,20230731,7.0,7,7,364898,T105,N,0228P,,NY,I,W,Madison St,30ft N/of Jackson St,0,408,D,,YYYYYYY,,,WH,,2013,,0,U,20-No Parking (Com Plate),,,
2008020915,KSD3787,NY,PAS,09/15/2022,51,4DSD,HONDA,S,0,0,0,20231006,40.0,40,0,0,BX01,,0147A,00000,Bronx,,,E/S of RIDER AVENUE,100' N/O EAST 138 ST,0,408,e3,,,,,BK,,2014,,0,,Sidewalk,,,
9022447339,AJR6141,NY,PAS,12/09/2022,21,SUBN,HONDA,T,34220,26730,26760,20230624,42.0,42,42,370293,T201,E,0830A,,BX,F,1332,Fulton Ave,,0,408,D1,,  Y  Y,0800A,0930A,GR,,2004,,0,01,21-No Parking (street clean),,,
4810645680,ADP2900,NY,PAS,11/06/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0759P,,ST,,,NB HUGUENOT AVE @ SI,NCLAIR AVE,0,1180,B,T,,,,WH,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821430782,NJFS85,FL,PAS,01/07/2023,36,4D,VOLKS,V,0,0,0,0,,0,0,0,,,0617P,,QN,,,EB HORACE HARDING EX,PWY @ 108TH ST,0,1180,B,T,,,,GRY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5124511229,1YFF84,MA,PAS,11/18/2022,7,UT,AUDI,V,0,0,0,0,,0,0,0,,,0517P,,BK,,,ATLANTIC AVE (W/B) @, KINGSTON AVE,0,1111,D,T,,,,,,2020,,0,,FAILURE TO STOP AT RED LIGHT,,,
9012059616,KJA6706,NY,PAS,11/14/2022,70,SUBN,HYUND,T,17130,12310,12410,20221110,9.0,9,9,359633,T102,A,0631A,,NY,F,255,E 7th St,,0,408,J3,,YYYYYYY,,,WH,,2013,,0,A,70A-Reg. Sticker Expired (NYS),,,
4802190165,JBF5792,NY,PAS,09/24/2022,36,SUBN,ME/BE,V,10350,40404,40404,0,,0,0,0,,,0846P,,BK,,,NB 4TH AVE @ 5TH ST,,0,1180,B,T,,,,RD,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8846787950,EH692L,NY,PAS,07/23/2022,71,4DSD,HONDA,T,5580,10280,10330,20221207,68.0,68,68,359630,T302,I,1224P,,K,F,7407,5th Ave,,0,408,J6,,YYYYYYY,,,GY,,2012,,0,32,71A-Insp Sticker Expired (NYS),,,
4025460774,76108NC,NY,COM,07/27/2022,5,PICK,CHEVR,V,0,0,0,0,,0,0,0,,,0257P,,MN,,,EB E 14TH STREET @ U,NIVERSITY PL,0,1111,C,T,,,,BK,,2020,,0,,BUS LANE VIOLATION,,,
4790665690,AHC2549,NY,PAS,08/07/2022,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0306P,,BX,,,NB PAUL AVE @ W 205T,H ST,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4817711073,F796LR,NY,PAS,12/17/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0942P,,QN,,,WB HILLSIDE AVE @ 23,1ST ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5601625852,65BTVM,FL,PAS,12/06/2022,12,UT,NISSA,V,0,0,0,0,,0,0,0,,,0105P,,BK,,,NB Utica Avenue @ Cl,arendon Rd,0,1111,C,T,,,,BRZ,,2013,,0,,MOBILE BUS LANE VIOLATION,,,
4793243198,LXR3808,PA,PAS,08/14/2022,36,SW,MAZDA,V,0,13550,0,0,,0,0,0,,,0720P,,BK,,,NB FLATBUSH AVE EXT,@ BRIDGE ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4028265721,JHS1565,NY,PAS,01/11/2023,5,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,1048A,,MN,,,EB E 14TH STREET @ B,ROADWAY,0,1111,C,T,,,,GY,,2016,,0,,BUS LANE VIOLATION,,,
8696693541,CFR2257,GA,PAS,10/18/2022,38,4DSD,VOLKS,T,19270,10210,10110,20228888,25.0,25,25,370837,T103,S,0220P,,NY,F,219,E 116th St,,0,408,H1,, YYYYYY,0830A,0700P,SILVE,,0,110214,0,48,38-Failure to Dsplay Meter Rec,,,
4798158586,F72NSU,NJ,PAS,09/06/2022,36,CG,FORD,V,0,0,0,0,,0,0,0,,,1236P,,BK,,,NB REMSEN AVE @ BAY,VIEW PL,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9006187380,HZT4524,NY,PAS,08/31/2022,46,SUBN,MAZDA,T,39350,0,0,20240513,61.0,61,61,367365,T302,P,0824P,,K,I,E,Emmons Ave,60ft N/of E 19th St,0,408,F1,,YYYYYYY,,,GY,,2008,,0,CC1,46A-Double Parking (Non-COM),,,
8815641932,87736ML,NY,COM,06/30/2022,19,VAN,FORD,T,17670,25390,27790,20221130,17.0,17,17,343470,MTTF,A,1130A,,NY,F,58,E 34th St,,0,408,C3,, YYYYY,0700A,0700P,WH,,2018,,0,24,19-No Stand (bus stop),,,
8874446196,HZY9464,NY,PAS,01/16/2023,46,4DSD,CADIL,T,11710,35250,35270,20240627,20.0,20,20,373703,T103,JJ,0227P,,NY,F,303,Amsterdam Ave,,0,408,F1,,YYYYYYY,,,BK,,2006,,0,33,46A-Double Parking (Non-COM),,,
9027496201,T110605C,NY,OMT,01/06/2023,19,SUBN,CHEVR,T,23290,5760,5940,20231130,109.0,109,109,365840,T401,U,0517P,,Q,F,12-61,150th St,,0,408,C3,,YYYYYYY,,,BK,,2016,,0,50-A,19-No Stand (bus stop),,,
8953992746,KVU2700,NY,PAS,07/04/2022,74,4DSD,NISSA,T,13510,36830,36850,20240210,32.0,32,32,363952,T103,II,0756A,,NY,F,226,Bradhurst Ave,,0,408,J2,,YYYYYYY,,,GY,,2016,,0,21,74-Missing Display Plate,,,
4818190251,KXZ5108,NY,PAS,12/20/2022,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0342A,,BK,,,EB CONDUIT BLVD @ GL,ENMORE AVE,0,1180,B,T,,,,WH,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
